game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b,mode,pair
0,expectimax_d2,expectimax_d3,B,3,20,1.2401326,11.9426444,11,11,11,11,corrected_reduced_depth_default_goal20_r2,expectimax_d2_expectimax_d3
0,expectimax_d2,expectimax_d4,B,3,20,1.2345681,95.7971576,11,11,11,11,corrected_reduced_depth_default_goal20_r2,expectimax_d2_expectimax_d4
0,expectimax_d2,rule,B,3,20,0.9143706,0.0217408,9,9,9,9,corrected_reduced_depth_default_goal20_r2,expectimax_d2_rule
0,expectimax_d3,expectimax_d2,B,9,18,13.7292989,1.6198538,15,15,15,15,corrected_reduced_depth_default_goal20_r2,expectimax_d3_expectimax_d2
0,expectimax_d3,expectimax_d4,B,3,20,10.3752508,94.8571912,12,12,12,12,corrected_reduced_depth_default_goal20_r2,expectimax_d3_expectimax_d4
0,expectimax_d3,rule,B,3,20,7.7897172,0.0255949,9,9,9,9,corrected_reduced_depth_default_goal20_r2,expectimax_d3_rule
0,expectimax_d4,expectimax_d2,B,6,21,114.9813851,1.6139031,15,15,15,15,corrected_reduced_depth_default_goal20_r2,expectimax_d4_expectimax_d2
0,expectimax_d4,expectimax_d3,B,3,20,108.7936166,11.8234657,12,12,12,12,corrected_reduced_depth_default_goal20_r2,expectimax_d4_expectimax_d3
0,expectimax_d4,rule,B,3,20,96.5339237,0.0233162,9,9,9,9,corrected_reduced_depth_default_goal20_r2,expectimax_d4_rule
0,rule,expectimax_d2,B,12,19,0.0633693,1.5949121,15,15,15,15,corrected_reduced_depth_default_goal20_r2,rule_expectimax_d2
0,rule,expectimax_d3,B,12,19,0.0686064,12.6779578,15,15,15,15,corrected_reduced_depth_default_goal20_r2,rule_expectimax_d3
0,rule,expectimax_d4,B,11,20,0.0694069,122.5464966,15,15,15,15,corrected_reduced_depth_default_goal20_r2,rule_expectimax_d4
0,expectimax_d2,expectimax_d3,B,18,21,1.210949,10.5107761,14,14,15,15,corrected_reduced_depth_bottleneck_7x7_goal20_r2,expectimax_d2_expectimax_d3
0,expectimax_d2,expectimax_d4,B,18,21,1.1798932,77.3095606,14,14,15,15,corrected_reduced_depth_bottleneck_7x7_goal20_r2,expectimax_d2_expectimax_d4
0,expectimax_d2,rule,A,21,12,1.1562553,0.0365198,9,8,9,8,corrected_reduced_depth_bottleneck_7x7_goal20_r2,expectimax_d2_rule
0,expectimax_d3,expectimax_d2,B,15,21,7.6473866,0.8840125,13,13,14,14,corrected_reduced_depth_bottleneck_7x7_goal20_r2,expectimax_d3_expectimax_d2
