game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d3,expectimax_d2,B,20,40,36.450375100,4.286596200,32,32,32,32
1,expectimax_d3,expectimax_d2,A,40,17,34.051439700,3.702513300,34,33,34,33
2,expectimax_d3,expectimax_d2,A,42,39,37.117578200,4.251105700,42,41,42,41
