game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,rule,random,A,40,3,0.109884000,0.000082200,23,22,23,22
1,rule,random,A,43,6,0.156959300,0.000090800,22,21,22,21
2,rule,random,A,40,5,0.169530800,0.000086300,24,23,25,24
