game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d3,mcts,B,26,41,27.104837600,5.525563700,32,32,32,32
1,expectimax_d3,mcts,B,35,41,36.466167800,6.539369800,36,36,36,36
2,expectimax_d3,mcts,A,40,25,29.640319000,5.508379800,33,32,33,32
