game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,expectimax_d2,B,3,38,0.000107800,4.499576200,25,25,25,25
1,random,expectimax_d2,B,11,40,0.000099400,4.056372000,25,25,25,25
2,random,expectimax_d2,B,4,45,0.000093300,4.109783000,25,25,25,25
