game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d2,expectimax_d3,A,67,63,7.440773600,48.619978700,25,25,25,25
1,expectimax_d2,expectimax_d3,B,35,107,7.238593701,55.537511601,25,25,25,25
2,expectimax_d2,expectimax_d3,A,85,53,6.757601300,52.589728100,25,25,25,25
