game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,mcts,expectimax_d2,B,59,68,5.487165800,5.840924400,25,25,25,25
1,mcts,expectimax_d2,A,74,55,6.138597400,5.339962600,24,24,25,25
2,mcts,expectimax_d2,B,51,75,6.210732200,5.948398400,25,25,25,25
