game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,expectimax,rule,B,19,31,12.118078900,0.123780100,25,25
1,expectimax,rule,A,27,26,11.508375000,0.090722800,25,25
2,expectimax,rule,B,24,25,11.070561400,0.084709500,25,25
