game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,mcts,rule,B,23,31,3.884000100,0.082936400,25,25
1,mcts,rule,B,23,31,4.042564100,0.107063800,25,25
2,mcts,rule,B,21,28,3.945042300,0.106498400,25,25
