game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,rule,greedy,B,25,42,0.077081600,0.271611500,14,14,14,14
1,rule,greedy,A,42,21,0.073668500,0.262577600,11,10,11,10
2,rule,greedy,B,30,41,0.126872900,0.351079400,13,13,13,13
