game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,rule,random,A,44,0,0.056801100,0.000027500,8,7,8,7
1,rule,random,A,40,4,0.028345700,0.000029300,9,8,9,8
2,rule,random,A,41,3,0.059424200,0.000031600,9,8,9,8
