game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,rule,mcts,A,42,29,0.123825400,2.650099100,13,13,14,13
1,rule,mcts,B,7,41,0.027890300,1.736890100,8,8,8,8
2,rule,mcts,A,40,27,0.037266800,2.671392300,13,12,13,12
