game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,mcts,B,0,41,0.000018700,0.989460100,8,8,8,8
1,random,mcts,B,0,41,0.000021200,1.124711900,8,9,9,9
2,random,mcts,B,0,43,0.000026800,1.578947900,10,10,10,10
