game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d2,greedy,B,29,41,3.466587000,0.343277900,15,15,15,15
1,expectimax_d2,greedy,B,7,43,2.092394800,0.217511900,10,10,11,11
2,expectimax_d2,greedy,A,44,30,3.266442500,0.312946600,16,15,16,15
