game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,expectimax,mcts,B,0,2,2.262218200,0.239848900,4,4
1,expectimax,mcts,draw,0,0,0.143106200,0.016127300,1,1
2,expectimax,mcts,B,25,48,12.298144300,3.346247000,25,25
