game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,expectimax,rule,B,40,44,12.567691100,0.167332700,25,25
1,expectimax,rule,A,3,0,0.392567800,0.003072600,3,2
2,expectimax,rule,A,55,32,13.833764200,0.170643300,25,25
