game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,mcts,rule,B,37,59,3.827996700,0.336643100,25,25
1,mcts,rule,A,3,0,0.050315100,0.003132900,3,2
2,mcts,rule,A,4,2,0.406254500,0.013075200,5,4
