game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,rule,B,7,40,0.000057800,0.073473000,25,25,25,25
1,random,rule,B,5,43,0.000056100,0.072845400,25,25,25,25
2,random,rule,B,3,41,0.000062700,0.085711600,24,24,25,25
