game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,greedy,random,A,35,1,0.155212700,0.000063300,25,25,25,25
1,greedy,random,A,26,1,0.101338900,0.000066100,25,25,25,25
2,greedy,random,A,31,3,0.161499500,0.000091700,25,25,25,25
