game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,greedy,mcts,B,3,10,0.038276900,0.685443300,5,5,5,5
1,greedy,mcts,A,13,0,0.094146300,0.798591700,7,6,8,7
2,greedy,mcts,B,9,13,0.112675600,2.042803500,10,10,10,10
