game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,greedy,rule,B,3,10,0.066993700,0.022469200,5,5,5,5
1,greedy,rule,A,12,9,0.071805800,0.032337500,9,8,9,8
2,greedy,rule,A,12,4,0.094066900,0.016605600,8,7,8,7
