game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,rule,greedy,A,40,24,0.196255300,0.289420900,33,32,33,32
1,rule,greedy,A,42,12,0.152069800,0.458663000,23,22,23,22
2,rule,greedy,A,40,12,0.231784800,0.390519600,26,25,26,25
