game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,expectimax_d2,B,7,41,0.000087300,4.068037800,26,26,26,26
1,random,expectimax_d2,B,11,40,0.000080700,4.163871300,25,25,25,25
2,random,expectimax_d2,B,3,41,0.000078300,3.861544800,22,22,22,22
