game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d3,expectimax_d2,B,31,41,64.851251699,7.218101400,34,34,34,34
1,expectimax_d3,expectimax_d2,A,40,39,55.004915300,7.508650700,39,38,39,38
2,expectimax_d3,expectimax_d2,A,43,14,34.305415100,4.270698000,27,26,27,26
