game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,greedy,expectimax_d3,B,18,41,0.366246000,36.811019700,30,30,30,30
1,greedy,expectimax_d3,A,41,29,0.364043900,46.231372299,34,33,34,33
2,greedy,expectimax_d3,B,19,40,0.399493200,42.676774299,29,29,29,29
